DateTime,Observed_QM,TOPKAPI_Q,Residual_LSTM_Prediction,Residual
2024-02-01 10:00:00,0.22,0.51,0.60616968780756,0.09616969
2024-02-01 11:00:00,0.22,0.51,0.600876966714859,0.09087697
2024-02-01 12:00:00,0.24,0.51,0.5986803418397904,0.08868034
2024-02-01 13:00:00,0.26,0.51,0.598159590959549,0.08815959
2024-02-01 14:00:00,0.28,0.51,0.5988413041830063,0.088841304
2024-02-01 15:00:00,0.28,0.51,0.6081011986732483,0.0981012
2024-02-01 16:00:00,0.28,0.51,0.614179784655571,0.104179785
2024-02-01 17:00:00,0.28,0.51,0.616120765209198,0.106120765
2024-02-01 18:00:00,0.3,0.5,0.6053917109966278,0.10539171
2024-02-01 19:00:00,0.28,0.5,0.604094572365284,0.10409457
2024-02-01 20:00:00,0.3,0.5,0.6046342551708221,0.104634255
2024-02-01 21:00:00,0.3,0.5,0.6027027443051338,0.102702744
2024-02-01 22:00:00,0.28,0.5,0.5994456857442856,0.099445686
2024-02-01 23:00:00,0.3,0.5,0.5953743606805801,0.09537436
2024-02-02 00:00:00,0.28,0.5,0.5993983447551727,0.099398345
2024-02-02 01:00:00,0.28,0.5,0.5938026383519173,0.09380264
2024-02-02 02:00:00,0.28,0.5,0.5881027802824974,0.08810278
2024-02-02 03:00:00,0.3,0.5,0.583614856004715,0.083614856
2024-02-02 04:00:00,0.3,0.5,0.5803577974438667,0.0803578
2024-02-02 05:00:00,0.28,0.5,0.5776498913764954,0.07764989
2024-02-02 06:00:00,0.3,0.5,0.5749041140079498,0.074904114
2024-02-02 07:00:00,0.28,0.5,0.5727264285087585,0.07272643
2024-02-02 08:00:00,0.28,0.5,0.5710221529006958,0.07102215
2024-02-02 09:00:00,0.28,0.5,0.569980651140213,0.06998065
2024-02-02 10:00:00,0.24,0.5,0.5709937512874603,0.07099375
2024-02-02 11:00:00,0.24,0.5,0.5749703943729401,0.074970394
2024-02-02 12:00:00,0.24,0.49,0.5629536637663841,0.072953664
2024-02-02 13:00:00,0.22,0.49,0.5638436803221702,0.07384368
2024-02-02 14:00:00,0.22,0.49,0.5671007388830185,0.07710074
2024-02-02 15:00:00,0.2,0.49,0.5709542909264564,0.08095429
2024-02-02 16:00:00,0.2,0.49,0.5747983807325363,0.08479838
2024-02-02 17:00:00,0.18,0.49,0.5781974622607231,0.08819746
2024-02-02 18:00:00,0.18,0.49,0.5802804657816887,0.090280466
2024-02-02 19:00:00,0.2,0.49,0.5890953594446182,0.09909536
2024-02-02 20:00:00,0.2,0.49,0.586283309161663,0.09628331
2024-02-02 21:00:00,0.22,0.49,0.5819942110776901,0.09199421
2024-02-02 22:00:00,0.24,0.49,0.5779039540886879,0.087903954
2024-02-02 23:00:00,0.28,0.49,0.5741261371970177,0.08412614
2024-02-03 00:00:00,0.28,0.49,0.5706986540555954,0.080698654
2024-02-03 01:00:00,0.26,0.48,0.5578297856450081,0.077829786
2024-02-03 02:00:00,0.26,0.48,0.5553964632749557,0.07539646
2024-02-03 03:00:00,0.26,0.48,0.5533134597539902,0.07331346
2024-02-03 04:00:00,0.26,0.48,0.55225301861763,0.07225302
2024-02-03 05:00:00,0.26,0.48,0.552499193251133,0.07249919
2024-02-03 06:00:00,0.28,0.48,0.5533702704310417,0.07337027
2024-02-03 07:00:00,0.26,0.48,0.5542413401603699,0.07424134
2024-02-03 08:00:00,0.26,0.48,0.5548473033308983,0.0748473
2024-02-03 09:00:00,0.26,0.48,0.5556047591567039,0.07560476
2024-02-03 10:00:00,0.26,0.48,0.5567409428954124,0.07674094
2024-02-03 11:00:00,0.24,0.48,0.5517985481023788,0.07179855
2024-02-03 12:00:00,0.24,0.48,0.5496397945284843,0.069639795
2024-02-03 13:00:00,0.24,0.48,0.5495261806249618,0.06952618
